experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
Dymarska2025_associations,2,47,7.28125,8.0,-0.71875
Dymarska2025_associations,2,48,5.875,4.6875,1.1875
Dymarska2025_associations,2,49,4.5625,6.0625,-1.5
Dymarska2025_associations,2,50,4.8583984375,5.154296875,-0.2958984375
Dymarska2025_associations,2,51,4.28125,3.140625,1.140625
Dymarska2025_associations,2,52,12.5,11.34375,1.15625
Dymarska2025_associations,2,53,6.3828125,6.90234375,-0.51953125
Dymarska2025_associations,2,54,8.5,7.1875,1.3125
Dymarska2025_associations,2,55,4.451171875,4.54296875,-0.091796875
Dymarska2025_associations,2,56,5.8125,6.1015625,-0.2890625
Dymarska2025_associations,2,57,6.82421875,5.564453125,1.259765625
Dymarska2025_associations,2,58,6.921875,5.48828125,1.43359375
Dymarska2025_associations,2,59,5.1875,5.34375,-0.15625
Dymarska2025_associations,2,60,1.287109375,0.714111328125,0.572998046875
Dymarska2025_associations,2,61,3.893524169921875,4.583953857421875,-0.6904296875
Dymarska2025_associations,2,62,3.576171875,2.96826171875,0.60791015625
Dymarska2025_associations,2,63,1.52294921875,1.530517578125,-0.007568359375
Dymarska2025_associations,2,64,9.171875,8.171875,1.0
Dymarska2025_associations,2,65,2.544921875,1.16015625,1.384765625
Dymarska2025_associations,2,66,3.503875732421875,4.0780029296875,-0.574127197265625
Dymarska2025_associations,2,67,3.4453125,3.6015625,-0.15625
Dymarska2025_associations,2,68,7.21875,6.6875,0.53125
Dymarska2025_associations,2,69,2.59326171875,3.318359375,-0.72509765625
Dymarska2025_associations,2,70,4.40234375,4.72412109375,-0.32177734375
Dymarska2025_associations,2,71,7.75,7.570281982421875,0.179718017578125
Dymarska2025_associations,2,72,14.9521484375,15.10888671875,-0.15673828125
Dymarska2025_associations,2,73,6.31640625,4.2783203125,2.0380859375
Dymarska2025_associations,2,74,8.5389404296875,8.826416015625,-0.2874755859375
Dymarska2025_associations,2,75,5.8759765625,7.41455078125,-1.53857421875
Dymarska2025_associations,2,76,5.05322265625,5.74951171875,-0.6962890625
Dymarska2025_associations,2,77,4.945068359375,4.179656982421875,0.765411376953125
Dymarska2025_associations,2,78,3.83984375,3.38671875,0.453125
Dymarska2025_associations,2,79,7.4453125,7.59765625,-0.15234375
Dymarska2025_associations,2,80,6.835693359375,6.11767578125,0.718017578125
Dymarska2025_associations,2,81,5.070281982421875,4.7655029296875,0.304779052734375
Dymarska2025_associations,2,82,8.796875,7.28125,1.515625
Dymarska2025_associations,2,83,3.703125,2.625,1.078125
Dymarska2025_associations,2,84,6.09375,6.40625,-0.3125
Dymarska2025_associations,2,85,6.265625,6.6875,-0.421875
Dymarska2025_associations,2,86,5.05224609375,3.78173828125,1.2705078125
Dymarska2025_associations,2,87,4.898193359375,5.3583984375,-0.460205078125
Dymarska2025_associations,2,88,3.1005859375,3.7822265625,-0.681640625
Dymarska2025_associations,2,89,15.2802734375,11.1494140625,4.130859375
Dymarska2025_associations,2,90,6.9990234375,9.93701171875,-2.93798828125
Dymarska2025_associations,2,91,4.115203857421875,4.036102294921875,0.0791015625
Dymarska2025_associations,2,92,6.890625,5.765625,1.125
Dymarska2025_associations,2,93,5.6875,5.46923828125,0.21826171875
Dymarska2025_associations,2,94,3.484375,3.078125,0.40625
Dymarska2025_associations,2,95,9.171875,8.625,0.546875
Dymarska2025_associations,2,96,4.4296875,4.859375,-0.4296875
Dymarska2025_associations,2,97,11.8125,14.203125,-2.390625
Dymarska2025_associations,2,98,3.085693359375,3.79638671875,-0.710693359375
Dymarska2025_associations,2,99,5.154296875,5.484375,-0.330078125
Dymarska2025_associations,2,100,1.910125732421875,2.119110107421875,-0.208984375
Dymarska2025_associations,2,101,6.375,5.0625,1.3125
Dymarska2025_associations,2,102,3.3125,3.8125,-0.5
Dymarska2025_associations,2,103,3.99951171875,4.6083984375,-0.60888671875
Dymarska2025_associations,2,104,10.984375,11.15625,-0.171875
Dymarska2025_associations,2,105,8.1484375,8.03125,0.1171875
Dymarska2025_associations,2,106,5.0703125,5.28125,-0.2109375
Dymarska2025_associations,2,107,1.522705078125,1.194580078125,0.328125
Dymarska2025_associations,2,108,5.36181640625,5.333740234375,0.028076171875
Dymarska2025_associations,2,109,7.1796875,7.76953125,-0.58984375
Dymarska2025_associations,2,110,10.945281982421877,10.820281982421877,0.125
Dymarska2025_associations,2,111,4.4842529296875,4.554656982421875,-0.070404052734375
Dymarska2025_associations,2,112,5.296875,5.72265625,-0.42578125
Dymarska2025_associations,2,113,6.59375,7.484375,-0.890625
Dymarska2025_associations,2,114,8.4208984375,8.82421875,-0.4033203125
Dymarska2025_associations,2,115,6.59375,6.6875,-0.09375
Dymarska2025_associations,2,116,2.546875,3.226531982421875,-0.679656982421875
Dymarska2025_associations,2,117,6.478515625,6.42578125,0.052734375
Dymarska2025_associations,2,118,5.779296875,6.828125,-1.048828125
Dymarska2025_associations,2,119,13.542724609375,9.870361328125,3.67236328125
Dymarska2025_associations,2,120,1.244140625,1.609375,-0.365234375
Dymarska2025_associations,2,121,1.7578125,2.015625,-0.2578125
Dymarska2025_associations,2,122,4.0780029296875,3.507568359375,0.5704345703125
Dymarska2025_associations,2,123,3.063720703125,2.395751953125,0.66796875
Dymarska2025_associations,2,124,5.910125732421875,5.255828857421875,0.654296875
Dymarska2025_associations,2,125,4.96484375,4.6728515625,0.2919921875
Dymarska2025_associations,2,126,4.5546875,5.4296875,-0.875
Dymarska2025_associations,2,127,3.4443359375,2.6875,0.7568359375
Dymarska2025_associations,2,128,10.02197265625,10.3271484375,-0.30517578125
Dymarska2025_associations,2,129,8.5,8.96875,-0.46875
Dymarska2025_associations,2,130,4.976043701171875,5.1072998046875,-0.131256103515625
Dymarska2025_associations,2,131,3.529296875,3.850830078125,-0.321533203125
Dymarska2025_associations,2,132,11.921875,11.146484375,0.775390625
Dymarska2025_associations,2,133,2.70849609375,2.18603515625,0.5224609375
Dymarska2025_associations,2,134,8.9501953125,7.9765625,0.9736328125
Dymarska2025_associations,2,135,3.216796875,2.0771484375,1.1396484375
Dymarska2025_associations,2,136,2.54638671875,2.06689453125,0.4794921875
Dymarska2025_associations,2,137,3.453125,3.25,0.203125
Dymarska2025_associations,2,138,5.125,5.125,0.0
Dymarska2025_associations,2,139,6.908203125,6.67822265625,0.22998046875
Dymarska2025_associations,2,140,3.1484375,2.5625,0.5859375
Dymarska2025_associations,2,141,2.2261962890625,1.9761962890625,0.25
Dymarska2025_associations,2,142,4.8291015625,4.322265625,0.5068359375
Dymarska2025_associations,2,143,4.257781982421875,3.5936279296875,0.664154052734375
Dymarska2025_associations,2,144,6.14208984375,5.9814453125,0.16064453125
Dymarska2025_associations,2,145,17.765625,16.796875,0.96875
Dymarska2025_associations,2,146,7.294921875,5.968597412109375,1.326324462890625
Dymarska2025_associations,2,147,4.671875,3.21435546875,1.45751953125
Dymarska2025_associations,2,148,5.3748779296875,4.362274169921875,1.012603759765625
Dymarska2025_associations,2,149,4.90625,5.109375,-0.203125
Dymarska2025_associations,2,150,4.54833984375,5.52197265625,-0.9736328125
Dymarska2025_associations,2,151,13.37890625,8.7303466796875,4.6485595703125
Dymarska2025_associations,2,152,2.4443359375,1.7646484375,0.6796875
Dymarska2025_associations,2,153,4.4306640625,2.1220703125,2.30859375
Dymarska2025_associations,2,154,3.482879638671875,3.3114013671875,0.171478271484375
Dymarska2025_associations,2,155,5.2529296875,5.6416015625,-0.388671875
Dymarska2025_associations,2,156,3.8056640625,1.740692138671875,2.064971923828125
Dymarska2025_associations,2,157,6.4345703125,4.94189453125,1.49267578125
Dymarska2025_associations,2,158,4.673828125,4.2030029296875,0.4708251953125
Dymarska2025_associations,2,159,7.234375,5.96875,1.265625
Dymarska2025_associations,2,160,6.7967529296875,6.101531982421875,0.695220947265625
Dymarska2025_associations,2,161,2.7811279296875,2.991943359375,-0.2108154296875
Dymarska2025_associations,2,162,5.6875,5.09375,0.59375
Dymarska2025_associations,2,163,4.9375,4.90625,0.03125
Dymarska2025_associations,2,164,3.11083984375,3.361328125,-0.25048828125
Dymarska2025_associations,2,165,5.53125,4.1015625,1.4296875
Dymarska2025_associations,2,166,7.54833984375,7.5706787109375,-0.0223388671875
Dymarska2025_associations,2,167,4.635711669921875,3.99560546875,0.640106201171875
Dymarska2025_associations,2,168,6.134765625,4.65234375,1.482421875
Dymarska2025_associations,2,169,3.74609375,4.13037109375,-0.38427734375
Dymarska2025_associations,2,170,5.40234375,4.50390625,0.8984375
Dymarska2025_associations,2,171,7.0625,7.59375,-0.53125
Dymarska2025_associations,2,172,5.5936279296875,5.976531982421875,-0.382904052734375
Dymarska2025_associations,2,173,4.625,4.875,-0.25
Dymarska2025_associations,2,174,5.59375,5.234375,0.359375
Dymarska2025_associations,2,175,6.1875,5.5625,0.625
Dymarska2025_associations,2,176,8.7850341796875,8.171844482421875,0.613189697265625
Dymarska2025_associations,2,177,9.0478515625,6.009765625,3.0380859375
Dymarska2025_associations,2,178,6.820281982421875,6.132781982421875,0.6875
Dymarska2025_associations,2,179,7.539031982421875,7.320281982421875,0.21875
Dymarska2025_associations,2,180,2.835205078125,1.6405029296875,1.1947021484375
Dymarska2025_associations,2,181,1.312347412109375,1.390350341796875,-0.0780029296875
Dymarska2025_associations,2,182,1.921875,1.87890625,0.04296875
Dymarska2025_associations,2,183,4.36328125,4.695281982421875,-0.332000732421875
Dymarska2025_associations,2,184,6.15966796875,3.427490234375,2.732177734375
Dymarska2025_associations,2,185,8.390625,9.515625,-1.125
Dymarska2025_associations,2,186,5.007781982421875,5.320281982421875,-0.3125
Dymarska2025_associations,2,187,10.875,11.53125,-0.65625
Dymarska2025_associations,2,188,4.716796875,5.3984375,-0.681640625
Dymarska2025_associations,2,189,4.244140625,3.34326171875,0.90087890625
Dymarska2025_associations,2,190,5.921875,6.615234375,-0.693359375
Dymarska2025_associations,2,191,5.55078125,5.45166015625,0.09912109375
Dymarska2025_associations,2,192,5.38671875,5.58203125,-0.1953125
